Unnamed: 0,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,Endpoint_Theta,movement_time,movement_initiation_time,difference
0,0,0,0,0.461134756,1,1,0,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1,6.482625513,0.1168454,0.3671623,6.482625513
0,0,0,0,1.913516275,2,1,-90,,1,-84.38214211,0.1168133,0.4522248,5.617857889999996
0,0,0,0,0.562843382,3,1,-45,,1,-40.51501096,0.1328415,0.3832199,4.484989040000002
0,0,0,0,1.352822868,4,1,-135,,1,-158.2194605,0.0828384,0.3501551,23.219460499999997
0,0,0,0,1.172449704,5,1,135,,1,139.2921422,0.1348755,0.3331884,4.292142200000001
0,0,0,0,0.579155543,6,1,105,,1,105.8428787,0.0998305,0.3831613,0.8428787
0,0,0,0,1.379565799,7,1,90,,1,92.01551731,0.0998495,0.4161713,2.015517310000007
0,0,0,0,0.328902165,8,1,120,,1,133.7026715,0.1018111,0.3842808,13.702671500000008
0,0,0,0,-1.520260346,9,1,45,,1,35.59587153,0.0828372,0.417164,9.404128470000003
0,0,0,0,-0.985597019,10,1,150,,1,154.0485629,0.1188363,0.3501781,4.048562900000007
0,0,0,0,-2.016199588,11,1,165,,1,170.1047018,0.0998957,0.3651397,5.104701799999987
0,0,0,0,1.609720948,12,1,180,,1,172.0518337,0.1008394,0.4351679,7.948166299999997
0,0,0,0,0.824397089,13,2,-90,,1,-86.38482948,0.1008621,0.400167,3.6151705200000066
0,0,0,0,-0.883638743,14,2,90,,1,95.46826056,0.0997446,0.3672345,5.4682605600000045
0,0,0,0,0.532371413,15,2,0,,1,-0.593058451,0.1158647,0.2841217,0.593058451
0,0,0,0,-0.538189083,16,2,165,,1,154.4462525,0.0998498,0.3171613,10.553747499999986
0,0,0,0,-0.199442253,17,2,150,,1,149.6881159,0.11485,0.4001865,0.3118840999999861
0,0,0,0,-2.38519587,18,2,135,,1,139.0085716,0.131861,0.3511474,4.0085716000000104
0,0,0,0,0.816147019,19,2,105,,1,121.2932767,0.1178305,0.4171453,16.293276700000007
0,0,0,0,-0.037290317,20,2,180,,1,177.3177236,0.1008119,0.2991176,2.6822764000000063
0,0,0,0,-0.611901262,21,2,-45,,1,-45.21110145,0.1168703,0.3820218,0.21110145000000102
0,0,0,0,0.079195572,22,2,120,,1,134.2524139,0.0988349,0.4152002,14.252413899999993
0,0,0,0,2.586031359,23,2,-135,,1,-142.8303039,0.1169266,0.3662618,7.83030389999999
0,0,0,0,-0.997225182,24,2,45,,1,34.2766921,0.0998812,0.3501613,10.723307900000002
0,0,0,0,0.077458151,25,3,150,,1,148.730738,0.1168419,0.3331694,1.2692619999999977
