Unnamed: 0,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,Endpoint_Theta,movement_time,movement_initiation_time,difference
0,0,0,0,0.461134756,1,1,0,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1,90.33324071,0.1668749,2.6842114,90.33324071
0,0,0,0,1.913516275,2,1,-90,,1,-90.32565345,0.1488619,1.900187,0.32565345000000434
0,0,0,0,0.562843382,3,1,-45,,1,-0.35183256,0.1498652,0.6001322,44.64816744
0,0,0,0,1.352822868,4,1,-135,,1,-173.4649362,0.1158394,0.5181408,38.46493620000001
0,0,0,0,1.172449704,5,1,135,,1,69.10030841,0.1168486,0.5831513,65.89969159
0,0,0,0,0.579155543,6,1,105,,1,62.73997129,0.1328413,0.5001733,42.26002871
0,0,0,0,1.379565799,7,1,90,,1,-47.86437826,0.1488329,0.5671876,137.86437826
0,0,0,0,0.328902165,8,1,120,,1,30.41023373,0.1338509,0.5511431,89.58976627
0,0,0,0,-1.520260346,9,1,45,,1,-133.4453091,0.1338405,0.433162,178.4453091
0,0,0,0,-0.985597019,10,1,150,,1,139.4733028,0.1678403,0.8491599,10.526697200000001
0,0,0,0,-2.016199588,11,1,165,,1,47.71586743,0.1487957,0.5182346,117.28413257
0,0,0,0,1.609720948,12,1,180,,1,14.24943527,0.1338052,0.3832169,165.75056473
0,0,0,0,0.824397089,13,2,-90,,1,-4.734394647,0.1337056,0.4163079,85.265605353
0,0,0,0,-0.883638743,14,2,90,,1,46.22464206,0.1318696,0.5831829,43.77535794
0,0,0,0,0.532371413,15,2,0,,1,30.27732506,0.1328872,0.4501518,30.27732506
0,0,0,0,-0.538189083,16,2,165,,1,-47.89247879,0.1518607,0.5331784,212.89247878999998
0,0,0,0,-0.199442253,17,2,150,,1,95.00944399,0.149902,0.4161444,54.990556010000006
0,0,0,0,-2.38519587,18,2,135,,1,-175.3014171,0.1508345,0.5171945,310.3014171
0,0,0,0,0.816147019,19,2,105,,1,12.36829929,0.265843,0.533182,92.63170071
0,0,0,0,-0.037290317,20,2,180,,1,137.5791095,0.1998575,0.5171961,42.42089050000001
0,0,0,0,-0.611901262,21,2,-45,,1,-139.1098241,0.1828561,0.6002045,94.1098241
0,0,0,0,0.079195572,22,2,120,,1,55.21340729,0.167828,0.4321949,64.78659271000001
0,0,0,0,2.586031359,23,2,-135,,1,73.43414387,0.1168073,0.4831991,208.43414387
0,0,0,0,-0.997225182,24,2,45,,1,-96.02345274,0.1498502,0.517153,141.02345273999998
0,0,0,0,0.077458151,25,3,150,,1,-44.48991605,0.1497828,0.4842026,194.48991605
0,0,0,0,-1.641115779,26,3,165,,1,13.22522479,0.166837,0.5670782,151.77477521
0,0,0,0,0.089643806,27,3,-45,,1,25.1188358,0.1178569,0.400159,70.1188358
0,0,0,0,2.779782394,28,3,180,,1,35.27459006,0.1518631,0.7821466,144.72540994
0,0,0,0,-0.379419891,30,3,45,,1,-132.8899517,0.1337067,0.4001848,177.8899517
0,0,0,0,1.398299691,31,3,0,,1,-171.9137864,0.1319631,0.3841638,171.9137864
0,0,0,0,-0.142191019,33,3,120,,1,55.56669328,0.1338194,0.6001696,64.43330671999999
0,0,0,0,-0.663853299,34,3,135,,1,73.13359991,0.1508476,0.5001482,61.86640009
0,0,0,0,-0.090330739,35,3,105,,1,139.4443205,0.1348309,0.483094,34.4443205
0,0,0,0,-0.211430381,37,4,165,,1,-133.8937305,0.1677555,0.5501562,298.8937305
0,0,0,0,0.754281142,38,4,105,,1,-91.29875765,0.1508263,0.4661654,196.29875765
0,0,0,0,0.608649677,39,4,-45,,1,27.69719527,0.1318566,0.6191881,72.69719527000001
0,0,0,0,0.309094363,40,4,0,,1,42.48223073,0.132607,0.5664481,42.48223073
0,0,0,0,-0.993110829,41,4,120,,1,-177.1341695,0.1837906,0.467076,297.1341695
0,0,0,0,1.600435337,42,4,135,,1,89.47948863,0.1338842,0.4671316,45.520511369999994
0,0,0,0,-0.13929959,44,4,-90,,1,133.2435967,0.1827196,0.4323415,223.2435967
