Unnamed: 0,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,Endpoint_Theta,movement_time,movement_initiation_time,difference
0,0,0,0,0.461134756,1,1,0,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1,5.891948195,0.1178514,2.6492373,5.891948195
0,0,0,0,1.913516275,2,1,-90,,1,-91.30457583,0.1328206,1.2491954,1.3045758300000045
0,0,0,0,0.562843382,3,1,-45,,1,-52.05294128,0.114887,0.601159,7.052941279999999
0,0,0,0,1.352822868,4,1,-135,,1,-145.9397249,0.1178497,0.4171584,10.939724899999987
0,0,0,0,0.579155543,6,1,105,,1,113.383306,0.1508385,0.4832104,8.383306000000005
0,0,0,0,1.379565799,7,1,90,,1,92.19898476,0.1498073,0.4672018,2.198984760000002
0,0,0,0,0.328902165,8,1,120,,1,119.4627036,0.1168739,0.550148,0.5372964000000024
0,0,0,0,-1.520260346,9,1,45,,1,47.51850395,0.1158778,0.366131,2.518503950000003
0,0,0,0,-0.985597019,10,1,150,,1,147.8222148,0.1828403,0.2831397,2.177785199999988
0,0,0,0,-2.016199588,11,1,165,,1,159.6819506,0.13282,0.4491988,5.318049400000007
0,0,0,0,1.609720948,12,1,180,,1,175.3549902,0.0837946,1.6662367,4.645009799999997
0,0,0,0,0.824397089,13,2,-90,,1,-91.14835455,0.080884,0.4181251,1.1483545499999934
0,0,0,0,-0.883638743,14,2,90,,1,88.9258759,0.0998219,0.4001812,1.074124100000006
0,0,0,0,0.532371413,15,2,0,,1,1.045160428,0.0988855,0.5670872,1.045160428
0,0,0,0,-0.538189083,16,2,165,,1,159.0388241,0.0828549,0.3821622,5.961175900000001
0,0,0,0,-0.199442253,17,2,150,,1,145.4991641,0.0999017,0.5491702,4.5008358999999984
0,0,0,0,-2.38519587,18,2,135,,1,140.2349675,0.0998685,0.3661265,5.23496750000001
0,0,0,0,0.816147019,19,2,105,,1,108.1169155,0.0998589,0.3831818,3.1169155000000046
0,0,0,0,-0.037290317,20,2,180,,1,167.7536804,0.0998649,0.733171,12.246319599999993
0,0,0,0,-0.611901262,21,2,-45,,1,-37.72047295,0.1167988,0.8661861,7.279527049999999
0,0,0,0,0.079195572,22,2,120,,1,129.6051985,0.0838475,1.4162065,9.6051985
