Unnamed: 0,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,Endpoint_Theta,movement_time,movement_initiation_time,difference
0,0,0,0,0.461134756,1,1,0,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1,-1.539129274,0.149847,0.8672009,1.539129274
0,0,0,0,1.913516275,2,1,-90,,1,-89.58991938,0.1657878,0.4172009,0.4100806200000022
0,0,0,0,0.562843382,3,1,-45,,1,-36.93762896,0.1658644,0.4341623,8.062371040000002
0,0,0,0,1.352822868,4,1,-135,,1,-137.6541232,0.149847,0.3831642,2.6541231999999866
0,0,0,0,1.172449704,5,1,135,,1,131.8710207,0.1328431,0.4831682,3.1289792999999975
0,0,0,0,0.579155543,6,1,105,,1,106.5402376,0.1658203,0.3841796,1.5402375999999975
0,0,0,0,1.379565799,7,1,90,,1,88.84927911,0.1328793,0.4001437,1.1507208900000023
0,0,0,0,0.328902165,8,1,120,,1,121.2758328,0.166919,0.3841396,1.2758328000000034
0,0,0,0,-1.520260346,9,1,45,,1,34.95585417,0.1328264,0.5511919,10.044145829999998
0,0,0,0,-0.985597019,10,1,150,,1,147.4009463,0.1329317,0.4161942,2.599053700000013
0,0,0,0,-2.016199588,11,1,165,,1,165.5488512,0.1328356,0.416201,0.5488512000000014
0,0,0,0,1.609720948,12,1,180,,1,177.2814588,0.1498186,0.4162324,2.718541200000004
0,0,0,0,0.824397089,13,2,-90,,1,-90.29956871,0.1498199,0.4162058,0.2995687100000026
0,0,0,0,-0.883638743,14,2,90,,1,85.93017419,0.1509245,0.3500999,4.0698258099999975
0,0,0,0,0.532371413,15,2,0,,1,-0.00443143,0.1328569,0.4171801,0.00443143
0,0,0,0,-0.538189083,16,2,165,,1,151.0487799,0.134992,0.4001611,13.9512201
0,0,0,0,-0.199442253,17,2,150,,1,142.1836491,0.1998148,0.4331907,7.816350900000003
0,0,0,0,-2.38519587,18,2,135,,1,129.9935567,0.1499035,0.4671255,5.006443300000001
0,0,0,0,0.816147019,19,2,105,,1,103.2452565,0.1487878,0.4990921,1.7547435000000036
0,0,0,0,-0.037290317,20,2,180,,1,171.2374402,0.182701,0.4184709,8.762559799999991
0,0,0,0,-0.611901262,21,2,-45,,1,-47.44259358,0.1328543,0.4662177,2.4425935800000005
0,0,0,0,0.079195572,22,2,120,,1,119.1198343,0.1318899,0.4181561,0.8801657000000063
0,0,0,0,2.586031359,23,2,-135,,1,-135.2556528,0.1327961,0.5002046,0.2556528000000071
0,0,0,0,-0.997225182,24,2,45,,1,36.87737219,0.1158608,0.4830812,8.122627809999997
0,0,0,0,0.077458151,25,3,150,,1,149.158887,0.1327913,0.4002295,0.8411130000000071
0,0,0,0,-1.641115779,26,3,165,,1,155.381288,0.1478468,0.3352027,9.618711999999988
0,0,0,0,0.089643806,27,3,-45,,1,-42.95371067,0.1338497,0.3662138,2.0462893300000005
0,0,0,0,2.779782394,28,3,180,,1,170.5016646,0.1158572,0.3671787,9.498335400000002
0,0,0,0,-1.629392529,29,3,-90,,1,-87.51383053,0.1188741,0.3491678,2.486169469999993
0,0,0,0,-0.379419891,30,3,45,,1,45.08439333,0.1167987,0.4341938,0.08439332999999749
0,0,0,0,1.398299691,31,3,0,,1,-0.511061504,0.1498841,0.3501495,0.511061504
0,0,0,0,1.8246299,32,3,-135,,1,-136.8566791,0.132829,0.4341867,1.856679100000008
0,0,0,0,-0.142191019,33,3,120,,1,116.9910563,0.1508468,0.3491771,3.008943700000003
0,0,0,0,-0.663853299,34,3,135,,1,134.8671874,0.1338517,0.3671716,0.13281259999999406
