Unnamed: 0,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,Endpoint_Theta,movement_time,movement_initiation_time,difference
0,0,0,0,0.461134756,1,1,0,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1,4.379122332,0.0988073,1.1162131,4.379122332
0,0,0,0,1.913516275,2,1,-90,,1,-95.23725623,0.0998174,0.5332259,5.23725623
0,0,0,0,0.562843382,3,1,-45,,1,-37.29552387,0.1168349,0.6001319,7.704476130000003
0,0,0,0,1.352822868,4,1,-135,,1,-145.2053793,0.0838601,0.5331809,10.205379300000004
0,0,0,0,1.172449704,5,1,135,,1,134.9225033,0.0998544,0.7331727,0.07749670000001174
0,0,0,0,0.579155543,6,1,105,,1,111.876567,0.0987992,1.3342295,6.876566999999994
0,0,0,0,1.379565799,7,1,90,,1,90.08570911,0.1158699,0.5501432,0.08570910999999626
0,0,0,0,0.328902165,8,1,120,,1,130.5345763,0.0998438,0.5821743,10.534576299999998
0,0,0,0,-1.520260346,9,1,45,,1,52.42243738,0.067812,0.5832174,7.422437379999998
0,0,0,0,-0.985597019,10,1,150,,1,141.2831971,0.0838254,0.5671676,8.716802900000005
0,0,0,0,-2.016199588,11,1,165,,1,157.0824861,0.099843,0.5001525,7.917513899999989
0,0,0,0,1.609720948,12,1,180,,1,166.0682321,0.098868,0.6341965,13.931767900000011
0,0,0,0,0.824397089,13,2,-90,,1,-102.0275719,0.0828995,0.6481441,12.027571899999998
0,0,0,0,-0.883638743,14,2,90,,1,99.02931514,0.2348478,0.5501755,9.029315139999994
0,0,0,0,0.532371413,15,2,0,,1,15.26979481,0.0828957,0.6501498,15.26979481
0,0,0,0,-0.538189083,16,2,165,,1,150.0235803,0.0829891,0.5991938,14.976419700000008
0,0,0,0,-0.199442253,17,2,150,,1,142.3719287,0.0836547,0.5513599,7.628071299999988
0,0,0,0,-2.38519587,18,2,135,,1,145.141822,0.1008235,0.5162171,10.14182199999999
0,0,0,0,0.816147019,19,2,105,,1,113.7778819,0.0988661,0.5511678,8.777881899999997
0,0,0,0,-0.611901262,21,2,-45,,1,-53.96116275,0.1158229,0.4322165,8.96116275
0,0,0,0,0.079195572,22,2,120,,1,129.453621,0.1007361,0.48326,9.453620999999998
0,0,0,0,2.586031359,23,2,-135,,1,-147.0174027,0.0989751,0.6821663,12.017402699999991
