Unnamed: 0,cursor_vis,endpoint_vis,clamp,rot,trial,cycle_phase,target_angle,instruct_phase,instruct_state,Endpoint_Theta,movement_time,movement_initiation_time,difference
0,0,0,0,0.461134756,1,1,0,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1,10.35270135,0.150901,0.666072,10.35270135
0,0,0,0,1.913516275,2,1,-90,,1,-94.73271124,0.1507522,0.6001208,4.73271124
0,0,0,0,0.562843382,3,1,-45,,1,-43.31439475,0.1478267,0.5522117,1.6856052500000018
0,0,0,0,1.352822868,4,1,-135,,1,-146.6514178,0.166933,0.48222,11.65141779999999
0,0,0,0,1.172449704,5,1,135,,1,138.538328,0.1498016,0.6651667,3.538328000000007
0,0,0,0,0.579155543,6,1,105,,1,103.5814775,0.1669557,0.4501766,1.4185224999999946
0,0,0,0,1.379565799,7,1,90,,1,78.94097269,0.1348148,0.4651851,11.059027310000005
0,0,0,0,0.328902165,8,1,120,,1,125.5053278,0.1508298,0.4001873,5.505327800000003
0,0,0,0,-1.520260346,9,1,45,,1,45.18562301,0.1488498,0.4170533,0.18562301000000048
0,0,0,0,-0.985597019,10,1,150,,1,150.6450985,0.1498314,0.4001779,0.6450984999999889
0,0,0,0,-2.016199588,11,1,165,,1,164.7597975,0.1668819,0.4841484,0.24020250000000942
0,0,0,0,1.609720948,12,1,180,,1,178.5975922,0.165003,0.6350413,1.4024077999999918
0,0,0,0,0.824397089,13,2,-90,,1,-97.69447525,0.1358009,0.499236,7.694475249999996
0,0,0,0,-0.883638743,14,2,90,,1,83.29620549,0.1488387,0.4841755,6.7037945099999945
0,0,0,0,0.532371413,15,2,0,,1,5.426371428,0.1488616,0.5011613,5.426371428
0,0,0,0,-0.538189083,16,2,165,,1,167.7494834,0.1839612,0.3831639,2.7494834000000026
0,0,0,0,-0.199442253,17,2,150,,1,149.9195751,0.1498162,0.4671535,0.08042489999999702
0,0,0,0,-2.38519587,18,2,135,,1,147.569007,0.1498751,0.4342608,12.569007
0,0,0,0,0.816147019,19,2,105,,1,103.8086797,0.164867,0.4680309,1.191320300000001
0,0,0,0,-0.037290317,20,2,180,,1,173.011505,0.1658184,0.4501735,6.988495
0,0,0,0,-0.611901262,21,2,-45,,1,-45.49977835,0.2178474,0.4811952,0.4997783499999997
0,0,0,0,0.079195572,22,2,120,,1,133.7355877,0.166816,0.4002132,13.735587699999996
0,0,0,0,2.586031359,23,2,-135,,1,-140.1864786,0.1488132,0.5512285,5.186478599999987
0,0,0,0,-0.997225182,24,2,45,,1,40.95572458,0.1667112,0.5161681,4.044275419999998
0,0,0,0,0.077458151,25,3,150,,1,156.5792165,0.1657328,0.5162983,6.579216500000001
0,0,0,0,-1.641115779,26,3,165,,1,164.7344021,0.1657462,0.5343108,0.26559789999998884
0,0,0,0,0.089643806,27,3,-45,,1,-46.73054341,0.1668613,0.5651877,1.7305434100000028
0,0,0,0,2.779782394,28,3,180,,1,179.9454656,0.1668075,0.8001872,0.05453439999999432
0,0,0,0,-1.629392529,29,3,-90,,1,-100.0691673,0.1838545,0.4990305,10.069167300000004
0,0,0,0,-0.379419891,30,3,45,,1,40.22501085,0.1648067,0.468209,4.774989150000003
0,0,0,0,1.398299691,31,3,0,,1,3.799926082,0.1669082,0.4990328,3.799926082
0,0,0,0,1.8246299,32,3,-135,,1,-146.4820018,0.1488342,0.6671817,11.482001800000006
0,0,0,0,-0.142191019,33,3,120,,1,133.0163494,0.1828304,0.5171403,13.016349399999996
0,0,0,0,-0.663853299,34,3,135,,1,145.7723261,0.1498842,0.4330694,10.772326099999987
0,0,0,0,-0.090330739,35,3,105,,1,102.2971709,0.165676,0.451396,2.7028291000000024
0,0,0,0,1.451611027,36,3,90,,1,85.02820021,0.1998438,0.384111,4.971799790000006
0,0,0,0,-0.211430381,37,4,165,,1,159.1525065,0.1668481,0.5831906,5.847493500000013
0,0,0,0,0.754281142,38,4,105,,1,105.1877392,0.1828312,0.4501784,0.18773919999999578
0,0,0,0,0.608649677,39,4,-45,,1,-49.85617456,0.1678792,0.5671522,4.8561745599999995
0,0,0,0,0.309094363,40,4,0,,1,0.967786938,0.1658542,0.5671396,0.967786938
0,0,0,0,-0.993110829,41,4,120,,1,132.9530314,0.1658532,0.4341551,12.953031399999986
0,0,0,0,1.600435337,42,4,135,,1,143.3545147,0.1838665,0.3841725,8.35451470000001
0,0,0,0,0.744561738,43,4,180,,1,177.3483063,0.1838421,0.483199,2.65169370000001
0,0,0,0,-0.13929959,44,4,-90,,1,-101.4926705,0.149801,0.616084,11.492670500000003
0,0,0,0,-2.727344371,45,4,150,,1,156.3823719,0.1668121,0.4831991,6.38237190000001
0,0,0,0,-1.31124517,46,4,-135,,1,-143.2360381,0.1838841,0.4161442,8.236038100000002
0,0,0,0,-1.203563872,47,4,45,,1,44.41233199,0.1648479,0.5851788,0.5876680100000016
0,0,0,0,-0.407504076,48,4,90,,1,93.33672399,0.1818011,0.5002212,3.336723989999996
0,0,0,0,0.890643439,49,5,-90,,1,-97.29783136,0.182832,0.5831649,7.2978313600000035
0,0,0,0,-1.060500814,50,5,-135,,1,-155.5854774,0.1678653,0.5321519,20.585477400000002
0,0,0,0,-0.610167691,51,5,45,,1,44.68978976,0.1497977,0.500205,0.3102102400000035
0,0,0,0,-0.281951138,52,5,180,,1,178.9549988,0.1838655,0.4331768,1.0450012000000015
0,0,0,0,0.020095716,53,5,150,,1,158.2469108,0.1828557,0.4671427,8.246910799999995
0,0,0,0,-0.928260334,54,5,-45,,1,-47.12084424,0.1828728,0.6671505,2.1208442399999967
0,0,0,0,-0.39568902,55,5,0,,1,0.995923711,0.1498725,0.4661632,0.995923711
0,0,0,0,-0.669884859,56,5,165,,1,164.6317734,0.1668178,0.4001926,0.36822660000001406
0,0,0,0,0.310466154,57,5,135,,1,142.568468,0.1817513,0.4842145,7.568467999999996
0,0,0,0,-1.183359954,58,5,120,,1,135.0185293,0.2169001,0.6331757,15.018529300000012
0,0,0,0,0.494803095,59,5,90,,1,87.23161183,0.1838529,0.5491782,2.7683881699999944
