x,y,xt,yt,cat,trial_type,sub_task,condition,trial,message
47.07487371493952,57.55763081742061,1.330756129569847,59.3034382901799,2,trial_zero,2,4F4K,1,None
53.312620010053905,37.757490593232795,1.515063855453113,41.74126640857169,2,switch,1,4F4K,2,None
47.62929955633539,33.08137956336074,1.3461871463164548,37.59622916800497,2,stay,1,4F4K,3,None
42.00068303790807,35.019425358180186,1.1974957129776223,39.30113745693407,2,stay,1,4F4K,4,None
41.28179712594315,49.930127411606875,1.179727710491332,52.704989945794345,2,switch,2,4F4K,5,None
41.12787910565046,57.08910588351048,1.1759578685536105,58.911005777677886,1,switch,1,4F4K,6,None
48.55914738149645,56.129951163485856,1.372469816277424,58.10150188554782,2,switch,2,4F4K,7,None
47.56598290545348,35.46877437696923,1.3444158785542217,39.69932741462817,1,stay,2,4F4K,8,None
41.74423672203507,52.75836754896961,1.1911268824661643,55.197748655559934,2,stay,2,4F4K,9,None
71.86339488204813,61.82218263209701,2.2282356988033674,62.773856530269875,1,stay,2,4F4K,10,None
57.13744537897608,71.06653460793241,1.6404860904006995,69.5085258134193,1,switch,1,4F4K,11,None
57.83444437569205,42.54327697377067,1.6644359232348322,46.05813163019238,1,switch,2,4F4K,12,None
54.17420698974676,39.568467520506545,1.5424526577968016,43.3696961521397,2,switch,1,4F4K,13,None
56.94663953929333,49.3899697229186,1.6339900361810344,52.2242829491427,1,switch,2,4F4K,14,None
62.735332062949766,39.91365304442074,1.8430049705410925,43.68100456099992,1,stay,2,4F4K,15,None
49.794591497091055,33.523082456332574,1.4081858440525628,37.98287765453451,1,stay,2,4F4K,16,None
34.992176619989834,48.13106997683484,1.0350965179362213,51.099303794078644,2,stay,2,4F4K,17,None
61.81578625469585,45.00317049217233,1.8080988933730624,48.28334225752946,2,switch,1,4F4K,18,None
49.0094603719255,67.32582828265109,1.385381977671152,66.93073808059779,1,stay,1,4F4K,19,None
46.67949556186234,52.976838449969776,1.319859962031087,55.38836159966777,1,stay,1,4F4K,20,None
49.087585842581,59.21408356372705,1.3876344616750977,60.67405253031765,1,stay,1,4F4K,21,None
38.06188513037788,44.9011890953809,1.1033240319048336,48.19119186254361,2,switch,2,4F4K,22,None
62.721879356506015,73.55322188778374,1.842489478286753,71.09723166577534,1,switch,1,4F4K,23,None
72.98782508226569,55.79342247103726,2.280949889870574,57.815606657330484,2,stay,1,4F4K,24,None
57.752684409556466,69.68190101143476,1.6616085355080237,68.57975377911114,2,switch,2,4F4K,25,None
64.65787101588867,56.13203391928119,1.918177371125192,58.10326831244859,2,switch,1,4F4K,26,None
56.96370798882607,67.14259921340403,1.6345700886318462,66.79901284490236,1,stay,1,4F4K,27,None
