x,y,xt,yt,cat,cue,condition,trial
50.141895442694405,32.160345536827734,1.4183925495661287,37.07526265010282,1,2,fingers,1
72.35617454498039,63.185141939802506,2.2511859604817146,64.93347950758613,2,1,fingers,2
38.19095467217166,51.43599083829535,1.1062892490272682,54.83684323637554,2,2,fingers,3
38.19775902908259,47.2996835492525,1.1064457918708606,51.0417623541003,2,2,fingers,4
50.141895442694405,32.160345536827734,1.4183925495661287,37.07526265010282,2,1,fingers,5
66.22472595034591,52.09760188815892,1.9817043984358773,55.43600310740505,1,2,fingers,6
57.430993160322004,42.19680723377257,1.65053049608166,46.29464918965703,2,1,fingers,7
69.18202445133532,47.920823086223635,2.1073949740106914,51.61607132231606,1,2,fingers,8
45.32241713841801,61.7876689038017,1.2831345982198044,63.80724306069072,1,1,fingers,9
61.657060451452494,54.39757543524988,1.8021409014738063,57.49672431816969,1,2,fingers,10
43.41573296433611,61.324853677376076,1.2332557286982333,63.42896972598254,1,1,fingers,11
47.44387183212803,64.62491578926571,1.3410064301092384,66.06746856036573,1,1,fingers,12
45.132615823221876,60.07175508646042,1.2780802938429447,62.39220911099494,2,2,fingers,13
59.542399770945885,47.193590624308904,1.724612202716225,50.943548668869596,2,1,fingers,14
47.42705905719158,30.104111029854327,1.340537680347082,35.2529548359247,2,1,fingers,15
54.15409221654523,65.56794034423623,1.5418076233988047,66.79495014879606,1,1,fingers,16
43.23106568339835,56.428872343964215,1.2285290484623383,59.28341624658516,1,1,fingers,17
72.35617454498039,63.185141939802506,2.2511859604817146,64.93347950758613,1,2,fingers,18
44.32569196659239,60.60487016725807,1.2568136537874204,62.83548490368043,1,1,fingers,19
35.467870667724824,53.48048166039014,1.0453862726890284,56.67943342408219,2,2,fingers,20
57.346188839482544,42.983396017040015,1.6476224226023382,47.02788761903956,2,1,fingers,21
44.78828131608858,56.61487630214471,1.26896162373479,59.44526465426655,1,1,fingers,22
50.99832052323696,63.45041973714123,1.443878768998859,65.14447321718144,2,2,fingers,23
68.51843642365482,61.83975116151677,2.078514903797313,63.849650274217844,1,2,fingers,24
21.27533424676238,35.68234093532458,0.7782254291355877,40.26311734540384,2,2,fingers,25
44.85922911213274,63.00937563457192,1.2708351272552054,64.79318024497874,1,1,fingers,26
73.97821124509852,57.86266232834423,2.3284119667188055,60.52274086859813,1,2,fingers,27
49.01677563241863,60.09967967393572,1.3855927332489075,62.41550705618661,1,1,fingers,28
64.78903068213393,45.568048420829136,1.9234161270068608,49.43510633755735,1,2,fingers,29
38.34842470097147,53.907828953472645,1.1099177275488028,57.0610417187515,1,1,fingers,30
67.90250204755267,52.99005422604658,2.0520630538979407,56.239914236047625,2,1,fingers,31
40.62606386007281,59.05460797504328,1.1637506033889926,61.53778506807861,1,1,fingers,32
47.59093897982821,39.50238116933619,1.3451137401721243,43.78706725140861,2,1,fingers,33
54.7987559723599,42.469125427463,1.562615336795126,46.54848290832351,1,2,fingers,34
71.72333536002775,54.883240555419334,2.221755501856015,57.92696916179882,1,2,fingers,35
53.737216406468164,66.9113077473722,1.5284999363988012,67.80940154758154,2,2,fingers,36
41.94385632541129,50.310352036409945,1.1960814940598976,53.81180376920929,1,1,fingers,37
44.979404818783024,57.30550150563939,1.2740148947933314,60.04343895188739,2,2,fingers,38
56.131818416164045,44.40345844369029,1.6065373838703496,48.351278141004556,2,1,fingers,39
56.53281912704672,67.36638583007246,1.6199896252394197,68.14703660459125,1,1,fingers,40
54.0574025214461,37.92218127224105,1.538710770542084,42.32322532399688,1,2,fingers,41
44.869335200736515,61.0219940629695,1.2711022215812755,63.18005689773093,1,1,fingers,42
52.267090806728106,30.88809290616344,1.482480084840947,35.94385848933248,2,1,fingers,43
25.603109136355553,39.521916747222726,0.8515087582866199,43.805205043563724,1,1,fingers,44
36.77427938751612,23.382513853743706,1.0741745022194353,29.571760471880545,2,1,fingers,45
61.809035092956165,42.04824379585163,1.8078450785834048,46.156183016674284,1,2,fingers,46
49.19588115309633,58.91967787874797,1.3907628491425805,61.42361080040362,2,2,fingers,47
70.86630414210873,54.1763097326751,2.1825113012164055,57.300106626337566,2,1,fingers,48
41.15901984274815,55.758698792429556,1.1767196107051467,58.69774906125643,1,1,fingers,49
49.95356898295104,34.676902936814884,1.4128487898498943,39.3457453187829,2,1,fingers,50
62.83897128032797,51.78893468795289,1.8469811447942248,55.15679542693264,2,1,fingers,51
38.19775902908259,47.2996835492525,1.1064457918708606,51.0417623541003,1,1,fingers,52
53.902952092016925,68.90595956476278,1.5337768107828775,69.2658481834352,2,2,fingers,53
43.6093039633728,34.578456948606195,1.2382298285834967,39.25620809334615,1,2,fingers,54
59.20055263413588,50.53349796437833,1.7123962473302994,54.01553844201472,2,1,fingers,55
44.85922911213274,63.00937563457192,1.2708351272552054,64.79318024497874,2,2,fingers,56
59.35601574103133,70.46965734917502,1.7179409785792823,70.36376954320407,2,2,fingers,57
44.64516788707873,31.830718596146554,1.2651908581878635,36.78097333709163,2,1,fingers,58
66.54428187079586,50.685495575403024,1.9949166305565207,54.15416811510137,1,2,fingers,59
66.5465038950203,84.50526715689314,1.9950088091950546,78.2379060472741,2,2,fingers,60
52.39050250901075,33.73130538592909,1.486289421051459,38.487996707192295,2,1,fingers,61
41.23184200224085,47.393353451726256,1.1785028602705792,51.12844773586545,1,1,fingers,62
63.43840655210726,46.688595072898096,1.870147675612657,50.47562180392607,2,1,fingers,63
61.99863751131393,47.10870719401764,1.8149868874147017,50.86494564350305,1,2,fingers,64
62.70949340366956,50.75213317608146,1.8420149902935057,54.21490708949721,1,2,fingers,65
54.86969116358154,32.20606638378383,1.5649219824612008,37.1161433652291,2,1,fingers,66
67.83289633130539,84.17401496316998,2.0490950254411855,78.09642512868885,1,1,fingers,67
67.87091808873237,51.85290384509321,2.0507157630061923,55.214706508518866,2,1,fingers,68
52.809951597070636,36.44923572439219,1.4993098332989985,40.96613742468313,2,1,fingers,69
68.33254199463549,49.179632745830396,2.070495776513184,52.77578315981086,1,2,fingers,70
36.64372013084781,54.88300685233052,1.0712621773192763,57.92676257149113,2,2,fingers,71
48.94473679051831,56.29928480708375,1.38351866144223,59.170475346020744,2,2,fingers,72
64.13844958748143,48.36162444696845,1.8975705011458965,52.022852247653475,1,2,fingers,73
47.4331534329643,30.14602025251692,1.3407075760871368,35.28976053686611,2,1,fingers,74
52.809951597070636,36.44923572439219,1.4993098332989985,40.96613742468313,1,2,fingers,75
42.51657623927894,57.758646464195735,1.2104112378506995,60.43348791118004,1,1,fingers,76
48.09396251251746,55.43418686622648,1.3592575818107773,58.4127753093575,1,1,fingers,77
29.20772488466779,49.508012793269955,0.9177872987388574,53.07726158466626,1,1,fingers,78
23.330207023222684,36.4840960444225,0.8121995937139401,40.99815647825087,2,2,fingers,79
55.87810925613852,45.25189942055034,1.59808403890976,49.141081846177066,1,2,fingers,80
67.83289633130539,84.17401496316998,2.0490950254411855,78.09642512868885,2,2,fingers,81
56.95975300729058,52.24748398845074,1.634435664616169,55.5713700930541,2,1,fingers,82
41.984547916574826,36.810688589708434,1.1970939961139537,41.29837855441844,2,1,fingers,83
40.850559742462146,37.39586368331816,1.1691959948872368,41.83737022862908,2,1,fingers,84
37.350508197178016,64.65766271928284,1.0871230496917965,66.09293704343916,1,1,fingers,85
61.64598064136957,53.72826436669415,1.8017257393296668,56.90085585149838,1,2,fingers,86
41.15901984274815,55.758698792429556,1.1767196107051467,58.69774906125643,2,2,fingers,87
53.723503969265025,36.8142058642118,1.5280641588254966,41.30161422398339,1,2,fingers,88
39.02229267114672,24.410777197289026,1.12558014114879,30.40893395672844,1,2,fingers,89
35.609594473172514,45.97698602521855,1.048471636759117,49.81515231976956,2,2,fingers,90
30.671668073603357,48.53006379003399,0.9461560430990211,52.178105261753856,1,1,fingers,91
67.19438228312596,79.34081264665895,2.0220679357154094,75.78113856303068,1,1,fingers,92
48.313515331283526,55.18390179077681,1.3654774223992734,58.192387641426635,1,1,fingers,93
64.47887655132865,53.659266112018926,1.9110510220854373,56.83924196218738,1,2,fingers,94
58.08806363704748,43.043715586083756,1.6732371201535243,47.0841180095472,1,2,fingers,95
44.62120532830671,54.58114225755628,1.2645605865639118,57.659559419807145,2,2,fingers,96
50.071285709910065,39.4047918438527,1.4163114688287324,43.69647351754335,2,1,fingers,97
