x,y,xt,yt,cat,trial_type,sub_task,condition,trial,message
35.03233598895478,47.39533498204108,1.0359612783360015,50.09412910879224,2,trial_zero,2,4F4K,1,None
59.45975203418635,47.7613168129356,1.7216508100437842,50.41711538725529,2,switch,1,4F4K,2,None
40.49304112689276,34.10484171001306,1.1605359660651895,38.3514851129727,1,switch,2,4F4K,3,None
38.85489964962798,57.20716863608294,1.1216689877382204,58.519560800167156,2,stay,2,4F4K,4,None
54.592754959040235,41.30118020294978,1.555935923760572,44.6826947736428,1,stay,2,4F4K,5,None
45.01447997288344,57.920673575848554,1.2749444585848957,59.105480297296985,1,switch,1,4F4K,6,None
42.713422631954785,33.026717932591936,1.2153759751863176,37.42207911027561,1,switch,2,4F4K,7,None
53.67435975438582,74.07570259304892,1.5265033891553057,70.71658229587875,1,switch,1,4F4K,8,None
56.37289006394799,72.99612602617383,1.6146110853916487,70.06068822606858,1,stay,1,4F4K,9,None
51.743315969485934,39.31554753922152,1.4664211298160799,42.92047237669652,2,stay,1,4F4K,10,None
58.07895792991461,42.10911374015898,1.6729203262839971,45.40113826021343,1,switch,2,4F4K,11,None
50.9007112711032,61.22267413344625,1.4409510610191314,61.751605691494866,1,switch,1,4F4K,12,None
63.753508949765944,76.8638359044254,1.8824418093006354,72.31666207593685,1,stay,1,4F4K,13,None
58.91350484247577,41.44785241570135,1.702205414252892,44.81308237062123,2,stay,1,4F4K,14,None
40.52094284485442,52.67843025334474,1.161209504307574,54.70327318586771,2,switch,2,4F4K,15,None
49.96427390519299,62.131957079971265,1.413163328671349,62.459606176418774,2,stay,2,4F4K,16,None
47.370109337881715,64.43814654381383,1.3389511068284405,64.21084835380408,2,stay,2,4F4K,17,None
29.630052378193504,48.33544365076486,0.9258828515110544,50.92293358079724,1,switch,1,4F4K,18,None
39.84779646252742,51.053175321534006,1.1450684908184146,53.299598611785306,2,switch,2,4F4K,19,None
45.352679825845726,61.74318960300077,1.2839423223924729,62.15806168972999,1,switch,1,4F4K,20,None
61.770977981808954,39.105879100897496,1.8064149604543793,42.734830459998996,2,stay,1,4F4K,21,None
47.73333092553368,61.31437338625685,1.3491024667917741,61.82343431921568,2,switch,2,4F4K,22,None
55.28481212629231,36.77672343748218,1.5784891715554266,40.68103132581891,2,switch,1,4F4K,23,None
34.54711075330843,52.66797943002053,1.0255610122598748,54.69429690481141,1,stay,1,4F4K,24,None
76.12040051957621,63.03242395181067,2.434477244583066,63.1511797829433,2,stay,1,4F4K,25,None
38.04053238157679,52.83813447502205,1.1028342449984558,54.84035913067911,2,switch,2,4F4K,26,None
78.56460658305532,65.26627870872409,2.5614099940275286,64.82322641630687,1,stay,2,4F4K,27,None
53.41316200418817,61.83977130961812,1.518234731164587,62.23313843307369,1,switch,1,4F4K,28,None
57.83240624577908,36.37848866862186,1.6643653830722536,40.33176721101719,2,stay,1,4F4K,29,None
50.51392031425558,36.983653968130014,1.4294078431135786,40.862761852168205,1,switch,2,4F4K,30,None
46.1008580698913,33.70891254902746,1.3040740037239789,38.009377815081386,1,stay,2,4F4K,31,None
42.28142282208127,59.12958824530021,1.2045069222126408,60.08721872376423,2,stay,2,4F4K,32,None
47.18115187540349,63.17690968535163,1.3337003424062306,63.261234892869766,1,switch,1,4F4K,33,None
35.92925807609642,50.59734442422115,1.0554642710700493,52.9033222858247,2,switch,2,4F4K,34,None
39.77568034260247,52.36858131789517,1.1433526186254432,54.43685597937064,2,stay,2,4F4K,35,None
60.19662532195951,44.97172529843314,1.748234555105356,47.94688854307834,2,switch,1,4F4K,36,None
64.27372995968464,51.45012420662337,1.9029160268298722,53.64380430634444,2,stay,1,4F4K,37,None
35.12297511626289,26.912243390745285,1.0379156866198733,32.31056460787659,1,switch,2,4F4K,38,None
46.53749454042459,62.573796350324365,1.3159683906748572,62.8001597718025,2,stay,2,4F4K,39,None
39.228725503284934,51.87440319471809,1.1304222481172808,54.01075502652803,2,stay,2,4F4K,40,None
54.81913692986986,63.26005452492613,1.5632777293070743,63.32445024588913,1,switch,1,4F4K,41,Nice work! Press the space bar to continue.
46.921482357754975,42.742684136018596,1.3265182009829892,45.964768520631175,2,stay,1,4F4K,42,None
55.930765664107426,45.579448857342946,1.5998348341149082,48.48641950629396,2,stay,1,4F4K,43,None
58.24009442317251,45.98600489167761,1.6785352477809314,48.84700418391364,2,stay,1,4F4K,44,None
49.2937395774394,67.38670772896718,1.3935958060294085,66.34874405290243,2,switch,2,4F4K,45,None
32.91376529061075,45.027674928924654,0.9913132773304398,47.99658324257428,2,stay,2,4F4K,46,None
29.304550968739385,47.438119603026024,0.9196370716439017,50.13190811328878,1,switch,1,4F4K,47,None
59.71238947834028,44.55929774240631,1.7307192123191841,47.580444729142386,2,stay,1,4F4K,48,None
58.03829267494052,77.93848399593267,1.6715062857318248,72.8961622969975,2,switch,2,4F4K,49,None
52.13822889024922,45.87776431492421,1.4785129365909793,48.75103358858533,2,switch,1,4F4K,50,None
33.341247744548774,47.75543130937733,1.000164589097893,50.411924560088664,2,switch,2,4F4K,51,None
54.560534019781265,40.23734952209692,1.554893771593256,43.737748873499385,2,switch,1,4F4K,52,None
65.89463552158954,52.11248617596211,1.968148482511289,54.21621945807006,1,switch,2,4F4K,53,None
41.76239790210395,63.3209444048492,1.191576797820911,63.37069096825725,1,switch,1,4F4K,54,None
54.40264147383217,39.28085046037179,1.54979698668084,42.88974427778162,2,stay,1,4F4K,55,None
52.54761820840184,37.86521183116897,1.4911532615732273,41.638698662260836,2,stay,1,4F4K,56,None
61.26756269899776,43.13074140322257,1.787603631871672,46.31001298810844,1,switch,2,4F4K,57,None
60.08014482177159,74.3896506546422,1.7440052035432272,70.90357628593213,1,switch,1,4F4K,58,None
57.364951500503366,47.87422556577326,1.64826538202658,50.51667608704177,2,stay,1,4F4K,59,None
45.24439720782631,62.57595886449456,1.2810545555539934,62.80182084737349,1,stay,1,4F4K,60,None
53.50770613583036,49.53093321271108,1.5212225013864265,51.97233589365649,1,switch,2,4F4K,61,None
42.58645953564777,55.090125467161535,1.2121714646871593,56.75506454510409,2,stay,2,4F4K,62,None
56.61694579840303,69.21450515759715,1.6228260585672882,67.6119197466221,1,switch,1,4F4K,63,None
33.89668281174022,40.53548121983057,1.0117834068215905,44.00240499378052,2,switch,2,4F4K,64,None
