x,y,xt,yt,cat,cue,condition,trial
48.63450345945367,59.92911611783962,1.3746221425929246,61.63862128784589,1,1,buttons,1
50.01505571809652,60.67483050250294,1.4146563863961084,62.250373674665816,2,2,buttons,2
46.88094688199903,66.93242700963961,1.3254005346203583,67.11375810622964,1,1,buttons,3
54.48712195674753,33.041144254939766,1.55252194233451,37.56912106457813,1,2,buttons,4
83.63374672970606,61.83712075011062,2.8461513888374084,63.19124558712234,1,2,buttons,5
42.43940283284058,56.9070461095992,1.208470356856288,59.100083500044505,1,1,buttons,6
53.41575766112272,33.52241630958439,1.518316680351731,37.99698387406904,1,2,buttons,7
38.292511767762576,50.823514161178345,1.1086280019134185,53.756256752606674,1,1,buttons,8
28.6299938374829,46.064301364291,0.9068273540579741,49.433312367797356,2,2,buttons,9
51.625669661775035,46.98648607663795,1.4628380819547433,50.27693467972724,2,1,buttons,10
46.132252771500596,65.44749349155431,1.3049256261353095,66.00689856415254,2,2,buttons,11
45.31674266682273,49.95267321930898,1.2829832007089246,52.97205698714433,2,2,buttons,12
52.44103977165078,44.16928845046637,1.487852172950911,47.694631319892814,1,2,buttons,13
46.131695387635816,33.77542145238275,1.3049105015195104,38.22248533781194,1,2,buttons,14
61.77832290980953,43.75186578545092,1.8066908815755915,47.31106604164206,1,2,buttons,15
22.881259010603657,35.41441472632614,0.8046524970609757,39.69209421231886,2,2,buttons,16
48.725827927044634,34.35884232547923,1.377235083790856,38.743921764109146,1,2,buttons,17
41.798075055989145,24.888512526830308,1.1924611394389655,30.60381256942278,2,1,buttons,18
36.38257770816141,54.38481627049731,1.065460664257189,56.91729198108789,1,1,buttons,19
48.26003270568091,32.9538144809883,1.3639596645643404,37.49164038772039,1,2,buttons,20
53.94221273846612,42.60046612874072,1.5350295008127932,46.25266691341175,1,2,buttons,21
55.57341266235321,40.04861097351107,1.5879906080324235,43.909200566850345,1,2,buttons,22
41.303616861309536,52.99173540509999,1.1802631081961967,55.6905567658267,2,2,buttons,23
58.655376311586274,49.89456235914267,1.6930930798738373,52.9195965437799,1,2,buttons,24
56.005399182413626,37.26047958709846,1.6023196420608883,41.36301276415944,1,2,buttons,25
50.58526053980675,59.75708582521349,1.431529912243298,61.496627859213085,1,1,buttons,26
51.00693275931164,58.16797623482469,1.4441373712261043,60.170293053977275,2,2,buttons,27
33.98091884085671,47.74717742437937,1.0135572391822463,50.97109205846738,1,1,buttons,28
39.00884192260599,48.24042984804105,1.1252653598979034,51.42021866403634,1,1,buttons,29
53.034316703656565,61.69707248765411,1.506321268496559,63.07871560618231,2,2,buttons,30
64.85466132239098,50.95206239234564,1.926042902739694,53.871688831323894,2,1,buttons,31
53.746326295111565,35.90193899546644,1.5287895149193427,40.13190693309363,1,2,buttons,32
23.757867041220827,41.54690079083005,0.81945464759315,45.28437280486205,1,1,buttons,33
64.26934160842019,48.48933597205533,1.902742387577327,51.64653378392928,1,2,buttons,34
53.40106920020337,63.70395974305295,1.5178529996214503,64.66825560602939,1,1,buttons,35
27.531530543362713,38.231723723903244,0.8863484711728585,42.24743626441375,1,1,buttons,36
57.28760901672781,43.15312933659233,1.6456166209934724,46.760724796664995,1,2,buttons,37
64.708346041305,43.8930539395306,1.92019174445485,47.44081635123313,1,2,buttons,38
57.18381512778573,42.54718521408019,1.6420686621489473,46.20368725735397,1,2,buttons,39
31.23882106854633,43.899874907983644,0.9573807027387562,47.447084411308666,2,2,buttons,40
61.93655922054879,42.00715461613728,1.812645465509801,45.70730249096672,2,1,buttons,41
67.74674140669669,55.26466757394439,2.045427273536319,57.684674258962325,2,1,buttons,42
50.581469129579204,38.89088182961698,1.4314170546459066,42.84935492808222,2,1,buttons,43
63.02161487092564,50.362064933625724,1.8540092554875498,53.34118614256064,2,1,buttons,44
27.07820768795465,40.71448651055752,0.8780324902823665,44.519975569982606,2,2,buttons,45
42.770387435717446,50.24978836235129,1.2168165015660155,53.24003230668426,2,2,buttons,46
41.718000279058515,51.804854831570466,1.1904772148291662,54.63517313313363,1,1,buttons,47
35.62597085072206,54.025047721075076,1.0488287411524724,56.60181155271874,2,2,buttons,48
48.712825562119846,31.819398507897787,1.3768627620180969,36.489815228517536,2,1,buttons,49
61.77832290980953,43.75186578545092,1.8066908815755915,47.31106604164206,2,1,buttons,50
52.11409854875241,65.77041239912492,1.477771239871772,66.2502684631762,1,1,buttons,51
44.42130032444698,57.02639923470103,1.2593148355371282,59.202021185755115,2,2,buttons,52
35.62597085072206,54.025047721075076,1.0488287411524724,56.60181155271874,1,1,buttons,53
41.798075055989145,24.888512526830308,1.1924611394389655,30.60381256942278,1,2,buttons,54
53.034316703656565,61.69707248765411,1.506321268496559,63.07871560618231,1,1,buttons,55
63.16364188552898,47.41753993321962,1.8594929221291523,50.67049945263745,1,2,buttons,56
