condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
no_inst,1,1,baseline_continuous_fb,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.557602738173203,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,2,baseline_continuous_fb,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9393032814146105,,0.0
no_inst,1,3,baseline_continuous_fb,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609366564710196,,0.0
no_inst,1,4,baseline_continuous_fb,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.739240363761253,,0.0
no_inst,1,5,baseline_continuous_fb,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.483188596727527,,0.0
no_inst,1,6,baseline_continuous_fb,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.315398659057662,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,7,baseline_continuous_fb,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2462101285094906,,0.0
no_inst,1,8,baseline_continuous_fb,8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22466136891898175,,0.0
no_inst,1,9,baseline_continuous_fb,9,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.660599363133426,,0.0
no_inst,1,10,baseline_continuous_fb,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6033059478167484,,0.0
no_inst,1,11,baseline_continuous_fb,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8626497589218394,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,12,baseline_continuous_fb,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.144974745108895,,0.0
no_inst,1,13,baseline_continuous_fb,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.953008775182399,,0.0
no_inst,1,14,baseline_continuous_fb,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.583556704122333,,0.0
no_inst,1,15,baseline_continuous_fb,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.715118284638603,,0.0
no_inst,1,16,baseline_continuous_fb,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7196993432494037,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,17,baseline_continuous_fb,17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.283010486042171,,0.0
no_inst,1,18,baseline_continuous_fb,18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2178069077245475,,0.0
no_inst,1,19,baseline_continuous_fb,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6127077878927185,,0.0
no_inst,1,20,baseline_continuous_fb,20,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88978028152971,,0.0
no_inst,1,21,baseline_continuous_fb,21,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8330999123074414,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,22,baseline_continuous_fb,22,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9065561459348523,,0.0
no_inst,1,23,baseline_continuous_fb,23,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4254655886976075,,0.0
no_inst,1,24,baseline_continuous_fb,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8262926727677926,,0.0
no_inst,1,25,baseline_continuous_fb,25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042000082883281914,,0.0
no_inst,1,26,baseline_continuous_fb,26,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.143481975623341,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,27,baseline_continuous_fb,27,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5076483708144797,,0.0
no_inst,1,28,baseline_continuous_fb,28,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6079574537788066,,0.0
no_inst,1,29,baseline_continuous_fb,29,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5326027882250175,,0.0
no_inst,1,30,baseline_continuous_fb,30,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3910362445697855,,0.0
no_inst,1,31,baseline_continuous_fb,31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.081939993942934,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,32,baseline_continuous_fb,32,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8775868326320446,,0.0
no_inst,1,33,baseline_continuous_fb,33,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.69249362045664,,0.0
no_inst,1,34,baseline_continuous_fb,34,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.774484742597171,,0.0
no_inst,1,35,baseline_continuous_fb,35,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6544759230389894,,0.0
no_inst,1,36,baseline_continuous_fb,36,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.989819245763031,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,37,baseline_continuous_fb,37,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.691768105921541,,0.0
no_inst,1,38,baseline_continuous_fb,38,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.922059165737698,,0.0
no_inst,1,39,baseline_continuous_fb,39,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4702358417062795,,0.0
no_inst,1,40,baseline_continuous_fb,40,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.624178633101541,,0.0
no_inst,1,41,baseline_continuous_fb,41,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.44490274021881,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,42,baseline_continuous_fb,42,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.640259812396135,,0.0
no_inst,1,43,baseline_continuous_fb,43,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0720134838055213,,0.0
no_inst,1,44,baseline_continuous_fb,44,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2098255831855798,,0.0
no_inst,1,45,baseline_continuous_fb,45,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.789007871094992,,0.0
no_inst,1,46,baseline_continuous_fb,46,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6200403723633368,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,47,baseline_continuous_fb,47,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.456317481384321,,0.0
no_inst,1,48,baseline_continuous_fb,48,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.688826686266107,,0.0
no_inst,1,49,baseline_continuous_fb,49,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5057021246225182,,0.0
no_inst,1,50,baseline_continuous_fb,50,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.397603162336779,,0.0
no_inst,1,51,baseline_continuous_fb,51,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192952696824224,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,52,baseline_continuous_fb,52,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.305543586748121,,0.0
no_inst,1,53,baseline_continuous_fb,53,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.778271438925462,,0.0
no_inst,1,54,baseline_continuous_fb,54,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.598538161310683,,0.0
no_inst,1,55,baseline_continuous_fb,55,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7406142068865498,,0.0
no_inst,1,56,baseline_continuous_fb,56,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.397054913917367,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,57,baseline_continuous_fb,57,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689179028049742,,0.0
no_inst,1,58,baseline_continuous_fb,58,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6298473449644417,,0.0
no_inst,1,59,baseline_continuous_fb,59,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0796642977812656,,0.0
no_inst,1,60,baseline_continuous_fb,60,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156996765167269,,0.0
no_inst,1,61,baseline_continuous_fb,61,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6973306426295043,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,62,baseline_continuous_fb,62,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12732223309740473,,0.0
no_inst,1,63,baseline_continuous_fb,63,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.543384313515524,,0.0
no_inst,1,64,baseline_continuous_fb,64,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705733179785999,,0.0
no_inst,1,65,baseline_continuous_fb,65,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3063632664597638,,0.0
no_inst,1,66,baseline_continuous_fb,66,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8331950223119795,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,67,baseline_continuous_fb,67,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584026850646581,,0.0
no_inst,1,68,baseline_continuous_fb,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.372246034922023,,0.0
no_inst,1,69,baseline_continuous_fb,69,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.965030370822422,,0.0
no_inst,1,70,baseline_continuous_fb,70,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7575668050581477,,0.0
no_inst,1,71,baseline_continuous_fb,71,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666939814901162,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,72,baseline_continuous_fb,72,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5401257475684256,,0.0
no_inst,1,73,baseline_continuous_fb,73,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.532579099455768,,0.0
no_inst,1,74,baseline_continuous_fb,74,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7779179479616554,,0.0
no_inst,1,75,baseline_continuous_fb,75,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6512889017766343,,0.0
no_inst,1,76,baseline_continuous_fb,76,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.468065152383412,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,77,baseline_continuous_fb,77,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.263629642046084,,0.0
no_inst,1,78,baseline_continuous_fb,78,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8463384192588357,,0.0
no_inst,1,79,baseline_continuous_fb,79,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2729664212985249,,0.0
no_inst,1,80,baseline_continuous_fb,80,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.853370886597466,,0.0
no_inst,1,81,baseline_continuous_fb,81,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9790192881937596,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,82,baseline_continuous_fb,82,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3057541546360576,,0.0
no_inst,1,83,baseline_continuous_fb,83,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3938100977017292,,0.0
no_inst,1,84,baseline_continuous_fb,84,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6539131454484295,,0.0
no_inst,1,85,baseline_continuous_fb,85,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.506543688426028,,0.0
no_inst,1,86,baseline_continuous_fb,86,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.319726033453693,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,87,baseline_continuous_fb,87,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.58987460964441,,0.0
no_inst,1,88,baseline_continuous_fb,88,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7512801789777361,,0.0
no_inst,1,89,baseline_continuous_fb,89,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9921298027692196,,0.0
no_inst,1,90,baseline_continuous_fb,90,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.718128215267943,,0.0
no_inst,1,91,baseline_continuous_fb,91,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7976832277030432,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,92,baseline_continuous_fb,92,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502049655407636,,0.0
no_inst,1,93,baseline_continuous_fb,93,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.901742075320672,,0.0
no_inst,1,94,baseline_continuous_fb,94,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3774519056061885,,0.0
no_inst,1,95,baseline_continuous_fb,95,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.000861389558259,,0.0
no_inst,1,96,baseline_continuous_fb,96,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.179084387110446,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",0.0
no_inst,1,97,baseline_continuous_fb,97,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.752119169409207,,0.0
no_inst,1,98,baseline_continuous_fb,98,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2677704476993985,,0.0
no_inst,1,99,baseline_continuous_fb,99,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.683435295123276,,0.0
no_inst,1,100,baseline_continuous_fb,100,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2749106117720848,,0.0
no_inst,1,101,adapt,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.427322447610765,Use the cursor to guide your reaches whenever it is available.,0.0
no_inst,1,102,adapt,2,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,9.395897626799412,,0.0
no_inst,1,103,adapt,3,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,7.863028632862141,,0.0
no_inst,1,104,adapt,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.726378073126508,,0.0
no_inst,1,105,adapt,5,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,8.786361343304636,,0.0
no_inst,1,106,adapt,6,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,9.241800888999197,Use the cursor to guide your reaches whenever it is available.,0.0
no_inst,1,107,adapt,7,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,10.177869985930627,,0.0
no_inst,1,108,adapt,8,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,12.069916636100228,,0.0
no_inst,1,109,adapt,9,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,10.584024354986065,,0.0
no_inst,1,110,adapt,10,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,6.500194826327925,,0.0
no_inst,1,111,adapt,11,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,9.425526388668438,Use the cursor to guide your reaches whenever it is available.,0.0
no_inst,1,112,adapt,12,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.1063873911022917,,0.0
no_inst,1,113,adapt,13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.50092580410875,,0.0
no_inst,1,114,adapt,14,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,5.5917693775730095,,0.0
no_inst,1,115,adapt,15,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.582466642286198,,0.0
no_inst,1,116,adapt,16,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.208660317043897,Use the cursor to guide your reaches whenever it is available.,0.0
no_inst,1,117,adapt,17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.041748014434747,,0.0
no_inst,1,118,adapt,18,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.172058381626943,,0.0
no_inst,1,119,adapt,19,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.828572361106207,,0.0
no_inst,1,120,adapt,20,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,13.068203477396732,,0.0
no_inst,1,121,adapt,21,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.842868727090018,Use the cursor to guide your reaches whenever it is available.,0.0
no_inst,1,122,adapt,22,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,7.32762600903521,,0.0
no_inst,1,123,adapt,23,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,14.093106642127015,,0.0
no_inst,1,124,adapt,24,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.313814675111008,,0.0
no_inst,1,125,adapt,25,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.08716220485467,,0.0
no_inst,1,126,adapt,26,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,15.294016615854925,Use the cursor to guide your reaches whenever it is available.,0.0
no_inst,1,127,adapt,27,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,20.65294379712276,,0.0
no_inst,1,128,adapt,28,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,17.346111797745568,,0.0
no_inst,1,129,adapt,29,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,10.523272648230225,,0.0
no_inst,1,130,adapt,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.042483289696294,,0.0
no_inst,1,131,adapt,31,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,16.39863838354845,Use the cursor to guide your reaches whenever it is available.,0.0
no_inst,1,132,adapt,32,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.62105492289039,,0.0
no_inst,1,133,adapt,33,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,14.560526104390368,,0.0
no_inst,1,134,adapt,34,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.532175822756662,,0.0
no_inst,1,135,adapt,35,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,11.902695502404258,,0.0
no_inst,1,136,adapt,36,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,9.047876363177245,Use the cursor to guide your reaches whenever it is available.,0.0
no_inst,1,137,adapt,37,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.119698396172954,,0.0
no_inst,1,138,adapt,38,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,11.607398441428169,,0.0
no_inst,1,139,adapt,39,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,15.640715632370368,,0.0
no_inst,1,140,adapt,40,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.268872860765208,,0.0
no_inst,1,141,adapt,41,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.145311848435904,Use the cursor to guide your reaches whenever it is available.,0.0
no_inst,1,142,adapt,42,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,10.134323613056228,,0.0
no_inst,1,143,adapt,43,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.222214976326999,,0.0
no_inst,1,144,adapt,44,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,10.359801227189806,,0.0
no_inst,1,145,adapt,45,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,11.931918344554237,,0.0
no_inst,1,146,adapt,46,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,13.516606942220328,Use the cursor to guide your reaches whenever it is available.,0.0
no_inst,1,147,adapt,47,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,21.03723580276341,,0.0
no_inst,1,148,adapt,48,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,11.83097139335743,,0.0
no_inst,1,149,adapt,49,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.176219998028891,,0.0
no_inst,1,150,adapt,50,0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,10.616072897202454,,0.0
no_inst,1,151,adapt,51,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.145616101415623,Use the cursor to guide your reaches whenever it is available.,0.0
no_inst,1,152,adapt,52,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,13.92592589509385,,0.0
no_inst,1,153,adapt,53,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,5.836811942221501,,0.0
no_inst,1,154,adapt,54,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,12.253047976801327,,0.0
