condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
high,13,1,baseline_no_fb,1,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.430515157253096,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
high,13,2,baseline_no_fb,1,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.682505874879652,,1.0
high,13,3,baseline_no_fb,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.350652941752411,,1.0
high,13,4,baseline_no_fb,1,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.823152555626997,,1.0
high,13,5,baseline_no_fb,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.26462267453761,,1.0
high,13,6,baseline_no_fb,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03046606062043,,1.0
high,13,7,baseline_no_fb,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.188720014744611,,1.0
high,13,8,baseline_no_fb,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.10487301005078,,1.0
high,13,9,baseline_no_fb,1,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.212138366835978,,1.0
high,13,10,baseline_no_fb,1,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6440194754501833,,1.0
high,13,11,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.109049544523527,,1.0
high,13,12,baseline_no_fb,1,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5060245914919137,,1.0
high,13,13,baseline_no_fb,2,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2224469827262159,,1.0
high,13,14,baseline_no_fb,2,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.194406133458564,,1.0
high,13,15,baseline_no_fb,2,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.111164928603311,,1.0
high,13,16,baseline_no_fb,2,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6207864171398072,,1.0
high,13,17,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.872519548465828,,1.0
high,13,18,baseline_no_fb,2,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.993701507495137,,1.0
high,13,19,baseline_no_fb,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.657718649257427,,1.0
high,13,20,baseline_no_fb,2,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.190671023606503,,1.0
high,13,21,baseline_no_fb,2,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.910094921674904,,1.0
