condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
high,19,1,baseline_no_fb,1,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3584990083876685,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
high,19,2,baseline_no_fb,1,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.784588683405772,,1.0
high,19,3,baseline_no_fb,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.628766237257336,,1.0
high,19,4,baseline_no_fb,1,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.904878976513334,,1.0
high,19,5,baseline_no_fb,1,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6700967090637695,,1.0
high,19,6,baseline_no_fb,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5918486575255058,,1.0
high,19,7,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.186601393518076,,1.0
high,19,8,baseline_no_fb,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16671477329831375,,1.0
high,19,9,baseline_no_fb,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.96199497058981,,1.0
high,19,10,baseline_no_fb,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69275579336625,,1.0
high,19,11,baseline_no_fb,1,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.400731372417022,,1.0
high,19,12,baseline_no_fb,1,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.650609193520758,,1.0
high,19,13,baseline_no_fb,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3880268965162617,,1.0
high,19,14,baseline_no_fb,2,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.981790552415426,,1.0
