condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
low,21,1,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9420938663482428,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
low,21,2,baseline_no_fb,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9484682846183214,,1.0
low,21,3,baseline_no_fb,1,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3742614504293311,,1.0
low,21,4,baseline_no_fb,1,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.463816409672605,,1.0
low,21,5,baseline_no_fb,1,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.3172174296285455,,1.0
low,21,6,baseline_no_fb,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0994598618145948,,1.0
low,21,7,baseline_no_fb,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.492544898421961,,1.0
low,21,8,baseline_no_fb,1,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7177554991210895,,1.0
low,21,9,baseline_no_fb,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.394550822924054,,1.0
low,21,10,baseline_no_fb,1,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276806343447707,,1.0
low,21,11,baseline_no_fb,1,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18298614049097,,1.0
low,21,12,baseline_no_fb,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.783446242654491,,1.0
low,21,13,baseline_no_fb,2,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6822640638363657,,1.0
low,21,14,baseline_no_fb,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6637563488046885,,1.0
low,21,15,baseline_no_fb,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19577941462983675,,1.0
low,21,16,baseline_no_fb,2,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2530212197686255,,1.0
low,21,17,baseline_no_fb,2,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.520236914325085,,1.0
low,21,18,baseline_no_fb,2,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5444315227127619,,1.0
low,21,19,baseline_no_fb,2,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5669286158102445,,1.0
low,21,20,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8619658808102469,,1.0
low,21,21,baseline_no_fb,2,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0957647002894566,,1.0
low,21,22,baseline_no_fb,2,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.617703729822659,,1.0
low,21,23,baseline_no_fb,2,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.167112807933251,,1.0
low,21,24,baseline_no_fb,2,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8023820827898833,,1.0
