condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
low,27,1,baseline_no_fb,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.432750104837739,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
low,27,2,baseline_no_fb,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8315699541659438,,1.0
low,27,3,baseline_no_fb,1,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.685581132137858,,1.0
low,27,4,baseline_no_fb,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.030962530416964,,1.0
low,27,5,baseline_no_fb,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.268818138280885,,1.0
low,27,6,baseline_no_fb,1,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.371611745516775,,1.0
low,27,7,baseline_no_fb,1,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4563888208010508,,1.0
low,27,8,baseline_no_fb,1,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8492020553619146,,1.0
low,27,9,baseline_no_fb,1,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.319087958390797,,1.0
low,27,10,baseline_no_fb,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.246390136812813,,1.0
low,27,11,baseline_no_fb,1,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9841764994684006,,1.0
low,27,12,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.117103641231728,,1.0
low,27,13,baseline_no_fb,2,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.809195195226968,,1.0
low,27,14,baseline_no_fb,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4582969005299628,,1.0
low,27,15,baseline_no_fb,2,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0782473644713266,,1.0
low,27,16,baseline_no_fb,2,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.754316831565175,,1.0
low,27,17,baseline_no_fb,2,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8026734743414343,,1.0
low,27,18,baseline_no_fb,2,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.76773753718161,,1.0
low,27,19,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.798241697889576,,1.0
low,27,20,baseline_no_fb,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.225214998016288,,1.0
low,27,21,baseline_no_fb,2,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24561423135571125,,1.0
low,27,22,baseline_no_fb,2,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7605617146314116,,1.0
low,27,23,baseline_no_fb,2,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.321250963581249,,1.0
low,27,24,baseline_no_fb,2,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3901886221099083,,1.0
low,27,25,baseline_continuous_fb,1,225,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.8718360273409047,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,27,26,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.942057372798867,,1.0
low,27,27,baseline_continuous_fb,1,270,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.8728232375224234,,1.0
low,27,28,baseline_continuous_fb,1,105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6478837299671937,,1.0
