condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
high,8,1,baseline_no_fb,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.420400926137741,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
high,8,2,baseline_no_fb,1,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.025651793607084,,1.0
high,8,3,baseline_no_fb,1,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.28998534764258,,1.0
high,8,4,baseline_no_fb,1,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84283582787021,,1.0
high,8,5,baseline_no_fb,1,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.268404000203482,,1.0
high,8,6,baseline_no_fb,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.164660579303153,,1.0
high,8,7,baseline_no_fb,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.335526031714457,,1.0
high,8,8,baseline_no_fb,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.514105704991964,,1.0
high,8,9,baseline_no_fb,1,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.508039332377662,,1.0
high,8,10,baseline_no_fb,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2029939761871375,,1.0
high,8,11,baseline_no_fb,1,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.447271097257385,,1.0
high,8,12,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.763228098580544,,1.0
high,8,13,baseline_no_fb,2,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.260374650092277,,1.0
high,8,14,baseline_no_fb,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6446997017967854,,1.0
high,8,15,baseline_no_fb,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.935074862343882,,1.0
high,8,16,baseline_no_fb,2,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5473126077692303,,1.0
high,8,17,baseline_no_fb,2,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.101452438112762,,1.0
high,8,18,baseline_no_fb,2,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.780944954583415,,1.0
high,8,19,baseline_no_fb,2,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46370102448822,,1.0
high,8,20,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.430718709081974,,1.0
high,8,21,baseline_no_fb,2,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.604421682979222,,1.0
high,8,22,baseline_no_fb,2,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.623420698797263,,1.0
high,8,23,baseline_no_fb,2,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5037323664929494,,1.0
high,8,24,baseline_no_fb,2,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.069248829282932,,1.0
high,8,25,baseline_continuous_fb,1,60,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-12.52278270517984,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,8,26,baseline_continuous_fb,1,135,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6905070886331113,,1.0
high,8,27,baseline_continuous_fb,1,45,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-14.795818254261594,,1.0
high,8,28,baseline_continuous_fb,1,315,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.258028794801621,,1.0
high,8,29,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20.524582780224527,,1.0
high,8,30,baseline_continuous_fb,1,105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.382548951632838,,1.0
high,8,31,baseline_continuous_fb,1,75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.027131071191319,,1.0
high,8,32,baseline_continuous_fb,1,225,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.418136894604306,,1.0
high,8,33,baseline_continuous_fb,1,120,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.00479760551507,,1.0
high,8,34,baseline_continuous_fb,1,180,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-13.447194319194555,,1.0
high,8,35,baseline_continuous_fb,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.80944336108757,,1.0
high,8,36,baseline_continuous_fb,1,270,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.8686549971466597,,1.0
high,8,37,baseline_continuous_fb,2,60,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.3553325988808975,,1.0
high,8,38,baseline_continuous_fb,2,45,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3818678254013612,,1.0
high,8,39,baseline_continuous_fb,2,315,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.086211144005063,,1.0
high,8,40,baseline_continuous_fb,2,225,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-14.407312313695034,,1.0
high,8,41,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.037272396426438,,1.0
high,8,42,baseline_continuous_fb,2,180,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.6398513320938264,,1.0
high,8,43,baseline_continuous_fb,2,270,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.692191273120763,,1.0
high,8,44,baseline_continuous_fb,2,135,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.64756345495144,,1.0
high,8,45,baseline_continuous_fb,2,105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.2042220103074883,,1.0
high,8,46,baseline_continuous_fb,2,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.813697006322023,,1.0
high,8,47,baseline_continuous_fb,2,120,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-15.272720825550305,,1.0
