condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,endpoint_vis,clamp,rot,instruct_phase,instruct_state
condition_1,0,1,baseline_no_fb,1,300,0.0,0.0,0.0,2.1670805312916874,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
condition_1,0,2,baseline_no_fb,1,135,0.0,0.0,0.0,-0.33046814803726904,,1.0
condition_1,0,3,baseline_no_fb,1,90,0.0,0.0,0.0,-1.0465559230907895,,1.0
condition_1,0,4,baseline_no_fb,1,315,0.0,0.0,0.0,0.13716580189205788,,1.0
condition_1,0,5,baseline_no_fb,1,270,0.0,0.0,0.0,-2.9924058936910174,,1.0
condition_1,0,6,baseline_no_fb,1,0,0.0,0.0,0.0,-0.09944874345608615,,1.0
condition_1,0,7,baseline_no_fb,1,345,0.0,0.0,0.0,1.3022917040156845,,1.0
condition_1,0,8,baseline_no_fb,1,45,0.0,0.0,0.0,-0.08640958475128366,,1.0
condition_1,0,9,baseline_no_fb,1,225,0.0,0.0,0.0,-0.538885632347325,,1.0
condition_1,0,10,baseline_no_fb,1,285,0.0,0.0,0.0,-1.5288075640810466,,1.0
condition_1,0,11,baseline_no_fb,1,330,0.0,0.0,0.0,0.4488631570318327,,1.0
condition_1,0,12,baseline_no_fb,1,180,0.0,0.0,0.0,0.6239387656888181,,1.0
condition_1,0,13,baseline_no_fb,2,180,0.0,0.0,0.0,0.307884812846276,,1.0
condition_1,0,14,baseline_no_fb,2,315,0.0,0.0,0.0,-1.3963188425461912,,1.0
condition_1,0,15,baseline_no_fb,2,270,0.0,0.0,0.0,0.3513729363127855,,1.0
condition_1,0,16,baseline_no_fb,2,300,0.0,0.0,0.0,-0.7323010200606368,,1.0
condition_1,0,17,baseline_no_fb,2,90,0.0,0.0,0.0,0.2925624584487456,,1.0
condition_1,0,18,baseline_no_fb,2,345,0.0,0.0,0.0,0.7141472035335236,,1.0
condition_1,0,19,baseline_no_fb,2,285,0.0,0.0,0.0,0.811604124452546,,1.0
condition_1,0,20,baseline_no_fb,2,135,0.0,0.0,0.0,-0.6374724413273624,,1.0
condition_1,0,21,baseline_no_fb,2,225,0.0,0.0,0.0,-1.1579087145106635,,1.0
condition_1,0,22,baseline_no_fb,2,0,0.0,0.0,0.0,0.9393497132318273,,1.0
condition_1,0,23,baseline_no_fb,2,45,0.0,0.0,0.0,-0.5325684975085843,,1.0
condition_1,0,24,baseline_no_fb,2,330,0.0,0.0,0.0,-1.2590842035893692,,1.0
condition_1,0,25,baseline_no_fb,3,135,0.0,0.0,0.0,-1.4543619085854498,,1.0
condition_1,0,26,baseline_no_fb,3,90,0.0,0.0,0.0,-0.2936479396714144,,1.0
condition_1,0,27,baseline_no_fb,3,225,0.0,0.0,0.0,-0.1344633148124899,,1.0
condition_1,0,28,baseline_no_fb,3,180,0.0,0.0,0.0,-1.3016255826143666,,1.0
condition_1,0,29,baseline_no_fb,3,45,0.0,0.0,0.0,1.0447242746635201,,1.0
condition_1,0,30,baseline_no_fb,3,315,0.0,0.0,0.0,-0.670546941380147,,1.0
condition_1,0,31,baseline_no_fb,3,345,0.0,0.0,0.0,-0.38560560247978065,,1.0
condition_1,0,32,baseline_no_fb,3,300,0.0,0.0,0.0,-0.2624152607043174,,1.0
condition_1,0,33,baseline_no_fb,3,285,0.0,0.0,0.0,1.9620962034997642,,1.0
condition_1,0,34,baseline_no_fb,3,270,0.0,0.0,0.0,-0.12138552681465417,,1.0
condition_1,0,35,baseline_no_fb,3,330,0.0,0.0,0.0,-2.066765215549655,,1.0
condition_1,0,36,baseline_no_fb,3,0,0.0,0.0,0.0,0.7685163844573197,,1.0
condition_1,0,37,baseline_no_fb,4,300,0.0,0.0,0.0,-1.6971939496319892,,1.0
condition_1,0,38,baseline_no_fb,4,270,0.0,0.0,0.0,0.0688126091605693,,1.0
condition_1,0,39,baseline_no_fb,4,225,0.0,0.0,0.0,0.5232542570192441,,1.0
condition_1,0,40,baseline_no_fb,4,315,0.0,0.0,0.0,-2.4222505190878763,,1.0
condition_1,0,41,baseline_no_fb,4,285,0.0,0.0,0.0,0.42154669494821406,,1.0
condition_1,0,42,baseline_no_fb,4,45,0.0,0.0,0.0,1.2569143963547678,,1.0
condition_1,0,43,baseline_no_fb,4,0,0.0,0.0,0.0,-0.7359793366718381,,1.0
condition_1,0,44,baseline_no_fb,4,180,0.0,0.0,0.0,0.39925541562887185,,1.0
condition_1,0,45,baseline_no_fb,4,345,0.0,0.0,0.0,1.17803199067078,,1.0
condition_1,0,46,baseline_no_fb,4,330,0.0,0.0,0.0,-2.648926398081366,,1.0
condition_1,0,47,baseline_no_fb,4,135,0.0,0.0,0.0,0.1476588317335334,,1.0
condition_1,0,48,baseline_no_fb,4,90,0.0,0.0,0.0,1.5926990224514974,,1.0
condition_1,0,49,baseline_no_fb,5,330,0.0,0.0,0.0,-0.6614054859815105,,1.0
condition_1,0,50,baseline_no_fb,5,345,0.0,0.0,0.0,-1.6895777652833135,,1.0
condition_1,0,51,baseline_no_fb,5,270,0.0,0.0,0.0,-2.399902817821597,,1.0
